iso,umd_tree_cover_loss__year,,umd_tree_cover_loss__ha,umd_tree_cover_loss_from_fires__ha
UGA,2006,UGA2006,28448.35168,5.918733391
UKR,2006,UKR2006,42130.05662,1951.700679
UMI,2006,UMI2006,0.073094775,0
URY,2006,URY2006,21039.55505,463.8771141
USA,2006,USA2006,2605853.075,812375.9242
UZB,2006,UZB2006,53.07967529,10.61251053
VCT,2006,VCT2006,10.49410676,0
VEN,2006,VEN2006,85504.32673,3975.449926
VGB,2006,VGB2006,2.777119089,0.219203205
VIR,2006,VIR2006,73.8059374,0.950835707
VNM,2006,VNM2006,78782.15638,1248.964062
VUT,2006,VUT2006,219.1213868,12.57696257
XAD,2006,XAD2006,4.195514663,0
XKO,2006,XKO2006,519.9870445,26.2807597
Z01,2006,Z012006,519.4777025,128.394483
Z06,2006,Z062006,83.85740093,32.22294866
Z07,2006,Z072006,5879.245391,163.9410774
ZAF,2006,ZAF2006,104943.8192,8298.608378
ZMB,2006,ZMB2006,40469.49962,528.2990659
ZNC,2006,ZNC2006,31.78774249,2.01749103
ZWE,2006,ZWE2006,14875.46938,168.4024842
AFG,2007,AFG2007,252.841662,216.4795355
AGO,2007,AGO2007,145288.2241,375.103824
AIA,2007,AIA2007,8.63554887,0.219559193
ALA,2007,ALA2007,247.9073516,6.96421264
ALB,2007,ALB2007,5222.19764,3423.4367
AND,2007,AND2007,2.169059292,0.057119216
ARG,2007,ARG2007,425335.8673,20934.3759
ARM,2007,ARM2007,54.53641566,9.893348582
ATG,2007,ATG2007,37.15782874,3.013975663
AUS,2007,AUS2007,372723.4279,232268.5144
AUT,2007,AUT2007,31682.39441,195.0735047
AZE,2007,AZE2007,507.5572253,59.94210794
BDI,2007,BDI2007,1861.763713,0.153675616
BEL,2007,BEL2007,5984.993209,41.85339556
BEN,2007,BEN2007,4644.858707,6.340501993
BES,2007,BES2007,0.660916714,0
BFA,2007,BFA2007,2.868084606,0
BGD,2007,BGD2007,3995.381706,74.34004208
BGR,2007,BGR2007,9557.110024,1886.472897
BHS,2007,BHS2007,604.8076716,86.42849504
BIH,2007,BIH2007,2681.522459,1223.508989
BLR,2007,BLR2007,32656.70321,535.3137261
BLZ,2007,BLZ2007,12309.86908,2280.958296
BOL,2007,BOL2007,189943.2609,18034.78745
BRA,2007,BRA2007,2621699.451,221959.937
BRB,2007,BRB2007,31.6282371,0.149942841
BRN,2007,BRN2007,1564.832815,83.8925956
BTN,2007,BTN2007,508.3578895,67.49469794
BWA,2007,BWA2007,33.55963859,1.630040238
CAF,2007,CAF2007,37308.15626,427.7169467
CAN,2007,CAN2007,2117899.418,1048606.149
CHE,2007,CHE2007,1852.248015,22.1736008
CHL,2007,CHL2007,121642.3847,7654.815862
CHN,2007,CHN2007,653049.8315,54490.48634
CIV,2007,CIV2007,90875.75715,259.5625116
CMR,2007,CMR2007,45916.51185,55.16559634
COD,2007,COD2007,462776.0364,4049.085006
COG,2007,COG2007,29764.68776,495.4852676
COL,2007,COL2007,269028.6652,14889.86075
COM,2007,COM2007,77.72839325,0.678055369
CPV,2007,CPV2007,1.183542363,0.29477088
CRI,2007,CRI2007,11464.46281,428.4315003
CUB,2007,CUB2007,7873.760798,1449.232576
CUW,2007,CUW2007,4.21289018,0.150508855
CYM,2007,CYM2007,17.86412731,0.726413234
CYP,2007,CYP2007,778.2392784,522.4215149
CZE,2007,CZE2007,21324.55197,41.36777524
DEU,2007,DEU2007,93220.69059,995.9084715
DMA,2007,DMA2007,40.30000141,0.890629279
DNK,2007,DNK2007,4381.407304,29.70499383
DOM,2007,DOM2007,16059.49897,1020.540049
DZA,2007,DZA2007,5199.636483,3388.741622
ECU,2007,ECU2007,60591.12153,2447.408309
EGY,2007,EGY2007,78.27013989,23.06054769
ESP,2007,ESP2007,60256.37777,7030.036657
EST,2007,EST2007,16188.67252,226.6264689
ETH,2007,ETH2007,25608.57311,28.11934244
FIN,2007,FIN2007,151914.8779,1648.702694
FJI,2007,FJI2007,2148.393218,77.57006966
FRA,2007,FRA2007,49246.22293,1193.650199
GAB,2007,GAB2007,16501.47575,75.2114697
GBR,2007,GBR2007,31214.71332,2360.556595
GEO,2007,GEO2007,992.4460001,266.7399026
GHA,2007,GHA2007,40183.87922,37.18213164
GIN,2007,GIN2007,33821.27135,77.42077677
GLP,2007,GLP2007,158.3031189,1.108992821
GMB,2007,GMB2007,49.60546798,0
GNB,2007,GNB2007,6044.027621,5.427602969
GNQ,2007,GNQ2007,3141.604145,8.074734799
GRC,2007,GRC2007,46064.15298,37273.15961
GRD,2007,GRD2007,67.81289337,0.301169505
GTM,2007,GTM2007,126476.1551,11043.72862
GUF,2007,GUF2007,3328.108834,223.7398449
GUY,2007,GUY2007,5249.631892,338.5979034
HND,2007,HND2007,42412.83073,2372.302637
HRV,2007,HRV2007,3237.057781,368.9340263
HTI,2007,HTI2007,2077.138604,77.15547821
HUN,2007,HUN2007,9360.749329,146.2885261
IDN,2007,IDN2007,1387620.767,216277.8764
IMN,2007,IMN2007,60.77676925,16.81998043
IND,2007,IND2007,67730.81496,2211.684689
IRL,2007,IRL2007,11688.2605,1139.400988
IRN,2007,IRN2007,131.0592763,17.1900332
IRQ,2007,IRQ2007,10.32854486,1.304578155
ISR,2007,ISR2007,47.96047012,3.202494024
ITA,2007,ITA2007,11588.99741,1875.225141
JAM,2007,JAM2007,1269.915259,18.95178884
JOR,2007,JOR2007,0.391925697,0.3264935
JPN,2007,JPN2007,45585.65803,850.9031756
KAZ,2007,KAZ2007,4605.437639,1658.313002
KEN,2007,KEN2007,26103.03704,109.7382524
KGZ,2007,KGZ2007,107.3716525,61.03278555
KHM,2007,KHM2007,77701.67995,1275.437725
KNA,2007,KNA2007,12.28689485,0.147173114
KOR,2007,KOR2007,8096.768223,1282.127513
LAO,2007,LAO2007,132976.3118,423.1534279
LBN,2007,LBN2007,272.9659611,102.3479004
LBR,2007,LBR2007,44282.15872,182.0828547
LBY,2007,LBY2007,4.290915298,1.365211397
LCA,2007,LCA2007,48.575696,2.690563941
LIE,2007,LIE2007,8.433932017,0
LKA,2007,LKA2007,10241.89611,139.7985701
LSO,2007,LSO2007,3.018690577,0
LTU,2007,LTU2007,16036.705,112.6214942
LUX,2007,LUX2007,502.2325747,0.249439591
LVA,2007,LVA2007,36128.75247,267.3872954
MAF,2007,MAF2007,2.709545012,0
MAR,2007,MAR2007,2513.070495,718.3060587
MDA,2007,MDA2007,236.2628222,17.1797044
MDG,2007,MDG2007,188580.0168,6977.873319
MDV,2007,MDV2007,6.1934676,0
MEX,2007,MEX2007,218643.1417,17117.40154
MKD,2007,MKD2007,3862.806465,1773.1415
MLI,2007,MLI2007,125.0852239,0.521717538
MLT,2007,MLT2007,0.813837645,0
MMR,2007,MMR2007,146598.3898,2740.355126
MNE,2007,MNE2007,1051.53855,451.9585686
MNG,2007,MNG2007,48081.60356,46149.82992
MOZ,2007,MOZ2007,138504.9042,1047.479631
MSR,2007,MSR2007,10.47386603,3.17163482
MTQ,2007,MTQ2007,155.675143,1.48998073
MUS,2007,MUS2007,131.7104811,0
MWI,2007,MWI2007,7493.248373,26.5161032
MYS,2007,MYS2007,405691.793,6595.025081
MYT,2007,MYT2007,20.04483602,0.075098984
NAM,2007,NAM2007,81.17665897,0.215377622
NCL,2007,NCL2007,975.1134733,293.0387736
NER,2007,NER2007,0.075170936,0
NGA,2007,NGA2007,24572.68287,81.25862354
NIC,2007,NIC2007,88477.77614,1651.724172
NLD,2007,NLD2007,1646.044963,23.86096613
NOR,2007,NOR2007,31841.20033,795.7813254
NPL,2007,NPL2007,3465.502269,436.1925701
NZL,2007,NZL2007,62643.22022,1983.201179
PAK,2007,PAK2007,1083.75136,727.7676654
PAN,2007,PAN2007,20657.62107,1001.429225
PER,2007,PER2007,115718.0809,5816.167521
PHL,2007,PHL2007,66497.03978,847.3798829
PLW,2007,PLW2007,90.71366142,6.484627349
PNG,2007,PNG2007,49160.77645,1858.013313
POL,2007,POL2007,57310.55057,246.5069663
PRI,2007,PRI2007,1037.451056,16.03200981
PRK,2007,PRK2007,13288.32985,3389.455247
PRT,2007,PRT2007,36321.99591,3344.825534
PRY,2007,PRY2007,426191.2865,24287.63765
PSE,2007,PSE2007,1.179882171,0
ROU,2007,ROU2007,38081.76545,1158.09115
RUS,2007,RUS2007,2338922.832,1324477.062
RWA,2007,RWA2007,1429.976729,0.23069119
SDN,2007,SDN2007,184.9207849,0.901990394
SEN,2007,SEN2007,172.3213261,0.525823473
SGP,2007,SGP2007,74.44906843,0.769119349
SLB,2007,SLB2007,5665.389818,67.32768347
SLE,2007,SLE2007,21878.47753,89.97634336
SLV,2007,SLV2007,2984.308277,123.6639177
SMR,2007,SMR2007,0.892218544,0.055733552
SOM,2007,SOM2007,270.5877625,9.910477631
SPM,2007,SPM2007,0.211817381,0
SRB,2007,SRB2007,2254.056465,459.6613197
SSD,2007,SSD2007,9523.456375,47.23225961
SUR,2007,SUR2007,3625.827977,225.6017886
SVK,2007,SVK2007,9485.617115,62.1124468
SVN,2007,SVN2007,2099.799618,141.2531587
SWE,2007,SWE2007,182858.1105,1941.505857
SWZ,2007,SWZ2007,6469.371087,56.60750609
SXM,2007,SXM2007,5.420395278,0.146501805
SYR,2007,SYR2007,1577.362144,1159.477215
TCA,2007,TCA2007,73.5404756,7.581644501
TCD,2007,TCD2007,1001.077371,0.983105238
TGO,2007,TGO2007,3179.578115,1.066782134
THA,2007,THA2007,92616.93248,1010.892282
TJK,2007,TJK2007,14.0399934,3.100201958
TKM,2007,TKM2007,37.80768805,5.850188787
TLS,2007,TLS2007,1556.129633,108.0684214
TTO,2007,TTO2007,1108.586612,32.45331598
TUN,2007,TUN2007,878.4803312,286.0824281
TUR,2007,TUR2007,25344.02094,4472.463718
TWN,2007,TWN2007,1729.670144,43.05619908
TZA,2007,TZA2007,121682.5498,429.5579178
UGA,2007,UGA2007,36627.10872,19.06132981
UKR,2007,UKR2007,64266.59185,1682.01609
URY,2007,URY2007,21548.92798,517.2232388
USA,2007,USA2007,2435114.855,581025.5738
UZB,2007,UZB2007,43.11389129,5.438984737
VCT,2007,VCT2007,23.15694366,0.599767487
VEN,2007,VEN2007,114340.2958,10235.3421
VGB,2007,VGB2007,6.138666342,0.438505988
VIR,2007,VIR2007,25.06351793,0.219387757
VNM,2007,VNM2007,80229.67167,1274.888431
VUT,2007,VUT2007,111.9731567,5.436206294
XAD,2007,XAD2007,6.735415059,0
XKO,2007,XKO2007,810.6780356,380.4056095
Z01,2007,Z012007,219.6853742,45.98805245
Z06,2007,Z062007,39.71174395,13.36162923
Z07,2007,Z072007,5955.889227,138.9201598
ZAF,2007,ZAF2007,47105.15704,2915.697862
ZMB,2007,ZMB2007,53768.39443,29.93747951
ZNC,2007,ZNC2007,25.35553169,2.520981098
ZWE,2007,ZWE2007,9295.699004,73.47229628
AFG,2008,AFG2008,107.5227413,85.33659371
AGO,2008,AGO2008,103556.8584,1002.130612
AIA,2008,AIA2008,10.31748855,0.073160976
ALA,2008,ALA2008,1291.947955,28.16336509
ALB,2008,ALB2008,5470.259323,3225.105305
AND,2008,AND2008,5.247863487,0.057043467
ARG,2008,ARG2008,592718.7566,29759.24131
ARM,2008,ARM2008,113.0315331,5.972441777
ATG,2008,ATG2008,45.69564378,1.10286967
AUS,2008,AUS2008,205723.6923,105539.5573
AUT,2008,AUT2008,26909.61755,405.8761814
AZE,2008,AZE2008,472.3169241,39.02922977
BDI,2008,BDI2008,1999.445333,0.153546975
BEL,2008,BEL2008,7213.544718,63.94062861
BEN,2008,BEN2008,481.5517399,0.458693605
BES,2008,BES2008,0.590921557,0.150452082
BFA,2008,BFA2008,4.757499022,0
BGD,2008,BGD2008,4480.160816,74.17304434
BGR,2008,BGR2008,6448.134767,457.5549234
BHS,2008,BHS2008,1949.235761,392.0243888
BIH,2008,BIH2008,1551.788318,235.8975554
BLM,2008,BLM2008,0.146610286,0
BLR,2008,BLR2008,35896.52945,518.2918519
BLZ,2008,BLZ2008,8283.712938,589.4754366
BMU,2008,BMU2008,0.195896768,0
BOL,2008,BOL2008,369893.7827,31345.5191
BRA,2008,BRA2008,2444092.62,167136.1806
BRB,2008,BRB2008,13.71672659,0
BRN,2008,BRN2008,1299.873834,61.11484843
BTN,2008,BTN2008,775.4021683,124.9455858
BWA,2008,BWA2008,26.06325586,1.139182851
CAF,2008,CAF2008,31859.90491,71.12855025
CAN,2008,CAN2008,1949008.137,1064678.548
CHE,2008,CHE2008,2416.675106,29.06782561
CHL,2008,CHL2008,123084.5514,15435.37131
CHN,2008,CHN2008,738091.8941,71868.78748
CIV,2008,CIV2008,127583.0066,91.29056076
CMR,2008,CMR2008,35140.90828,70.31276184
COD,2008,COD2008,404912.2381,1687.967955
COG,2008,COG2008,17375.02787,120.8600232
COL,2008,COL2008,231748.079,10643.73603
COM,2008,COM2008,34.95359878,0.451789049
CPV,2008,CPV2008,0.296290737,0
CRI,2008,CRI2008,21890.96049,865.1600513
CUB,2008,CUB2008,17083.66458,1458.673611
CUW,2008,CUW2008,5.492518068,0.301078152
CYM,2008,CYM2008,32.34618678,0.507667113
CYP,2008,CYP2008,94.79670438,37.98918583
CZE,2008,CZE2008,16873.30543,161.1720136
DEU,2008,DEU2008,61693.49098,351.7964537
DMA,2008,DMA2008,93.3736837,0.965020383
DNK,2008,DNK2008,6060.808106,30.14983644
DOM,2008,DOM2008,21612.1336,1729.161043
DZA,2008,DZA2008,7971.157749,4893.049707
ECU,2008,ECU2008,51939.84543,2102.609719
EGY,2008,EGY2008,81.46682984,36.00425043
ESP,2008,ESP2008,44287.97416,4646.278824
EST,2008,EST2008,18296.63499,400.135493
ETH,2008,ETH2008,24008.62801,54.40020778
FIN,2008,FIN2008,200191.9992,3135.07039
FJI,2008,FJI2008,2387.257111,40.64890625
FRA,2008,FRA2008,86955.39993,1354.842189
GAB,2008,GAB2008,17367.16599,135.3844982
GBR,2008,GBR2008,12503.93299,956.7465565
GEO,2008,GEO2008,745.6179695,204.7119027
GGY,2008,GGY2008,0.50408935,0.201597929
GHA,2008,GHA2008,37826.67255,48.97470115
GIN,2008,GIN2008,21481.21062,12.30469656
GLP,2008,GLP2008,134.8593614,0.369997729
GMB,2008,GMB2008,297.2128362,0.524255859
GNB,2008,GNB2008,3248.51268,2.258915444
GNQ,2008,GNQ2008,4821.44523,11.45713563
GRC,2008,GRC2008,21198.26676,14154.51843
GRD,2008,GRD2008,64.18114656,0.75223016
GTM,2008,GTM2008,77146.55775,4963.719195
GUF,2008,GUF2008,5223.395382,263.8302085
GUY,2008,GUY2008,9459.837845,422.5306129
HND,2008,HND2008,43299.34546,3013.112793
HRV,2008,HRV2008,3890.690569,227.6929684
HTI,2008,HTI2008,2191.694798,103.4806539
HUN,2008,HUN2008,8911.03105,118.0101892
IDN,2008,IDN2008,1396246.298,59071.52906
IND,2008,IND2008,78640.77739,2765.061214
IRL,2008,IRL2008,6924.228603,322.3609437
IRN,2008,IRN2008,374.2013381,83.66397902
IRQ,2008,IRQ2008,17.80291335,0.507285744
ISR,2008,ISR2008,65.05592308,3.131717301
ITA,2008,ITA2008,15149.3025,2532.016788
JAM,2008,JAM2008,2026.920948,35.57651547
JEY,2008,JEY2008,4.152067043,0
JPN,2008,JPN2008,40838.81003,710.6321735
KAZ,2008,KAZ2008,4548.577746,2093.151553
KEN,2008,KEN2008,19223.97798,143.4677854
KGZ,2008,KGZ2008,106.6869543,62.2400677
KHM,2008,KHM2008,83510.46443,567.078358
KNA,2008,KNA2008,22.80816581,0.735777021
KOR,2008,KOR2008,14022.46484,715.8172496
LAO,2008,LAO2008,80584.03223,304.8254257
LBN,2008,LBN2008,393.7967702,121.6840726
LBR,2008,LBR2008,36172.53767,21.06402349
LBY,2008,LBY2008,5.719577115,2.794952959
LCA,2008,LCA2008,56.11256767,2.91370115
LIE,2008,LIE2008,8.220267682,0.315765705
LKA,2008,LKA2008,6499.642104,49.70023814
LSO,2008,LSO2008,5.786412848,0.134352822
LTU,2008,LTU2008,15203.27965,105.9438541
LUX,2008,LUX2008,983.5281081,1.597507475
LVA,2008,LVA2008,29308.39792,134.094851
MAF,2008,MAF2008,2.929328065,0.219702117
MAR,2008,MAR2008,3409.465997,1070.277126
MDA,2008,MDA2008,135.0536319,10.71486542
MDG,2008,MDG2008,123502.194,4019.967804
MDV,2008,MDV2008,6.652925154,0
MEX,2008,MEX2008,184333.9457,20531.34085
MKD,2008,MKD2008,3960.402561,1163.7556
MLI,2008,MLI2008,105.644876,0.374226963
MLT,2008,MLT2008,0.939207352,0.188010545
MMR,2008,MMR2008,119216.5609,2212.692079
MNE,2008,MNE2008,1429.190371,384.6064155
MNG,2008,MNG2008,56001.76436,50952.59666
MOZ,2008,MOZ2008,204779.8499,1034.947686
MSR,2008,MSR2008,6.56391105,0.29491894
MTQ,2008,MTQ2008,278.1229154,2.458856934
MUS,2008,MUS2008,188.6357347,0
MWI,2008,MWI2008,9728.043433,17.08827351
MYS,2008,MYS2008,368259.8364,4380.959152
MYT,2008,MYT2008,42.7912339,0.300304957
NAM,2008,NAM2008,33.72920035,2.97264172
NCL,2008,NCL2008,521.7802026,70.51656831
NGA,2008,NGA2008,27470.58229,46.94563064
NIC,2008,NIC2008,53793.49154,1338.819213
NLD,2008,NLD2008,1150.70321,42.24991409
NOR,2008,NOR2008,33815.51668,1408.78144
NPL,2008,NPL2008,2991.812973,399.3038293
NZL,2008,NZL2008,61372.3071,1578.819798
OMN,2008,OMN2008,0.069237457,0
PAK,2008,PAK2008,995.0315205,488.8332822
PAN,2008,PAN2008,39955.71244,795.0682255
PER,2008,PER2008,126648.9988,5527.83626
PHL,2008,PHL2008,38702.77647,661.0851136
PLW,2008,PLW2008,64.54485365,2.898775388
PNG,2008,PNG2008,71045.2871,1639.204995
POL,2008,POL2008,47940.81866,311.2358861
PRI,2008,PRI2008,1215.505162,12.87625176
PRK,2008,PRK2008,18782.04848,5881.031753
PRT,2008,PRT2008,33614.77951,1596.656705
PRY,2008,PRY2008,376296.0725,9848.407021
PSE,2008,PSE2008,2.546264557,0.652434095
REU,2008,REU2008,15.10035628,0
ROU,2008,ROU2008,17535.89473,185.6888617
RUS,2008,RUS2008,3047987.665,2077044.354
RWA,2008,RWA2008,1100.553719,0.538101113
SDN,2008,SDN2008,55.47708851,0.529387318
SEN,2008,SEN2008,285.2699202,1.877266839
SGP,2008,SGP2008,35.45650921,0.461471028
SLB,2008,SLB2008,8171.172031,113.4181463
SLE,2008,SLE2008,20924.78507,222.9672158
SLV,2008,SLV2008,3324.661798,91.6520913
SMR,2008,SMR2008,0.39037321,0
SOM,2008,SOM2008,250.2050474,0.767892655
SRB,2008,SRB2008,3260.221615,416.4376366
SSD,2008,SSD2008,9009.21258,56.67171352
SUR,2008,SUR2008,7510.577186,419.5421326
SVK,2008,SVK2008,13465.18925,224.6462254
SVN,2008,SVN2008,1853.843751,45.8722335
SWE,2008,SWE2008,293724.0636,6676.609071
SWZ,2008,SWZ2008,4582.327982,38.52172469
SXM,2008,SXM2008,1.611253979,0
SYR,2008,SYR2008,834.1577424,462.5240071
TCA,2008,TCA2008,61.23841442,1.502265572
TCD,2008,TCD2008,3402.111485,1.599423561
TGO,2008,TGO2008,1171.876849,0.152214095
THA,2008,THA2008,80119.7538,561.4015513
TJK,2008,TJK2008,32.86821073,5.033996335
TKM,2008,TKM2008,74.74021833,10.18922506
TLS,2008,TLS2008,832.8052186,96.59318478
TTO,2008,TTO2008,1269.898145,18.00869952
TUN,2008,TUN2008,718.4064624,284.5271544
TUR,2008,TUR2008,28891.37388,8309.155652
TWN,2008,TWN2008,2311.267564,65.63979815
TZA,2008,TZA2008,164248.2226,222.6024172
UGA,2008,UGA2008,36925.97909,7.377760094
UKR,2008,UKR2008,53015.60241,1623.120215
URY,2008,URY2008,23686.82161,543.5833636
USA,2008,USA2008,2213710.04,420603.8269
UZB,2008,UZB2008,43.5204279,5.809360208
VCT,2008,VCT2008,41.89964469,0.299955874
VEN,2008,VEN2008,120585.5949,4069.75899
VGB,2008,VGB2008,7.015289458,0.219193331
VIR,2008,VIR2008,40.01919435,0.512329165
VNM,2008,VNM2008,108304.6231,1063.283576
VUT,2008,VUT2008,194.0583713,6.522734569
XAD,2008,XAD2008,2.793547285,0
XKO,2008,XKO2008,1143.046485,259.597189
Z01,2008,Z012008,267.0250443,63.08938681
Z06,2008,Z062008,59.27043463,31.57522123
Z07,2008,Z072008,7044.952734,170.8381586
ZAF,2008,ZAF2008,81375.56016,2646.496247
ZMB,2008,ZMB2008,66101.69644,168.6165964
ZNC,2008,ZNC2008,40.36793268,11.4786074
ZWE,2008,ZWE2008,5427.489526,70.26365279
ABW,2009,ABW2009,0.375797838,0
AFG,2009,AFG2009,70.40549692,50.8546732
AGO,2009,AGO2009,165903.4109,350.3402435
AIA,2009,AIA2009,1.90246758,0
ALA,2009,ALA2009,675.746188,13.33486532
ALB,2009,ALB2009,1336.925905,267.4489163
AND,2009,AND2009,2.853299605,0.057033792
ARG,2009,ARG2009,309853.6412,35652.60999
ARM,2009,ARM2009,202.7335175,32.04737289
ATG,2009,ATG2009,61.53009482,0.734476423
AUS,2009,AUS2009,203709.6004,91427.16395
AUT,2009,AUT2009,15893.42483,110.1498636
AZE,2009,AZE2009,371.8340475,65.00364341
BDI,2009,BDI2009,882.7760185,0.153616697
BEL,2009,BEL2009,5176.362959,47.52627961
BEN,2009,BEN2009,4920.325021,1.527122676
BES,2009,BES2009,0.956144352,0
BFA,2009,BFA2009,4.531714429,0.150977628
BGD,2009,BGD2009,5624.767739,93.23923959
BGR,2009,BGR2009,6099.585676,360.4557639
BHS,2009,BHS2009,823.9719624,148.5116595
BIH,2009,BIH2009,1296.334775,178.556339
BLR,2009,BLR2009,35542.7267,1031.213179
BLZ,2009,BLZ2009,10296.63363,939.1914723
BMU,2009,BMU2009,0.457064113,0
BOL,2009,BOL2009,225345.9243,15886.07119
BRA,2009,BRA2009,1817715.112,122384.1616
BRB,2009,BRB2009,13.26493628,0.14982452
BRN,2009,BRN2009,2169.39725,202.1241991
BTN,2009,BTN2009,1175.390906,148.1990375
BWA,2009,BWA2009,41.32463148,1.004998669
CAF,2009,CAF2009,48252.90322,340.6808002
CAN,2009,CAN2009,1550370.861,772870.3206
CHE,2009,CHE2009,2273.222131,12.10360305
CHL,2009,CHL2009,88558.75504,9348.662529
CHN,2009,CHN2009,599709.9611,59943.5285
CIV,2009,CIV2009,108886.8949,146.3564877
CMR,2009,CMR2009,36072.01144,50.63628801
COD,2009,COD2009,635435.9584,3230.421261
COG,2009,COG2009,19073.2368,175.919331
COL,2009,COL2009,237718.0522,8517.954258
COM,2009,COM2009,112.2063287,0.752849427
CPV,2009,CPV2009,15.91437453,0.743539828
CRI,2009,CRI2009,22427.42861,783.6606252
CUB,2009,CUB2009,16259.82942,2129.476097
CUW,2009,CUW2009,4.664949847,0.225619697
CYM,2009,CYM2009,29.88331568,0
CYP,2009,CYP2009,56.43821077,13.76051643
CZE,2009,CZE2009,13515.57602,14.68888068
DEU,2009,DEU2009,28761.77497,170.2109807
DMA,2009,DMA2009,73.78040032,0.667859872
DNK,2009,DNK2009,6645.67895,86.59811028
DOM,2009,DOM2009,13966.76963,591.6403082
DZA,2009,DZA2009,10465.78435,6236.42975
ECU,2009,ECU2009,57714.19495,2787.084606
EGY,2009,EGY2009,59.56834375,10.97429644
ESP,2009,ESP2009,67544.71936,12963.00583
EST,2009,EST2009,18822.90619,211.802969
ETH,2009,ETH2009,29279.02031,38.30009164
FIN,2009,FIN2009,176320.2155,2159.866701
FJI,2009,FJI2009,1790.739824,40.85838793
FRA,2009,FRA2009,67053.59918,1382.878727
GAB,2009,GAB2009,18252.22194,107.2885191
GBR,2009,GBR2009,37716.59544,2758.202614
GEO,2009,GEO2009,448.3663809,125.2086811
GGY,2009,GGY2009,1.612276879,0.302336912
GHA,2009,GHA2009,38255.04161,52.97459349
GIN,2009,GIN2009,23388.00517,16.39720369
GLP,2009,GLP2009,118.3236839,3.767435474
GMB,2009,GMB2009,8.991778087,0.074948557
GNB,2009,GNB2009,7963.973504,3.770684703
GNQ,2009,GNQ2009,5684.844631,11.071486
GRC,2009,GRC2009,6564.564917,2078.566672
GRD,2009,GRD2009,93.76963414,1.35412943
GTM,2009,GTM2009,86979.73799,8088.571403
GUF,2009,GUF2009,2861.953997,237.713234
GUY,2009,GUY2009,8267.026797,487.744573
HND,2009,HND2009,51514.5741,2949.533316
HRV,2009,HRV2009,2902.369022,157.4351019
HTI,2009,HTI2009,2464.671315,54.64289699
HUN,2009,HUN2009,10070.57104,76.49206004
IDN,2009,IDN2009,1944957.344,129811.1699
IMN,2009,IMN2009,94.2372747,16.69665781
IND,2009,IND2009,74155.04325,2554.017933
IRL,2009,IRL2009,7223.571356,150.2456747
IRN,2009,IRN2009,191.2876192,63.31608218
IRQ,2009,IRQ2009,15.79663199,0.62533005
ISR,2009,ISR2009,93.0957598,10.04139338
ITA,2009,ITA2009,14791.6349,1046.739881
JAM,2009,JAM2009,3538.281777,43.70645328
JEY,2009,JEY2009,2.530871405,0.506146842
JPN,2009,JPN2009,40894.67906,630.4049478
KAZ,2009,KAZ2009,6432.647498,1769.982906
KEN,2009,KEN2009,17696.35663,62.82355352
KGZ,2009,KGZ2009,200.9276363,109.4731616
KHM,2009,KHM2009,121049.9035,3170.766625
KNA,2009,KNA2009,33.76806495,1.324404514
KOR,2009,KOR2009,16415.9677,2331.146185
LAO,2009,LAO2009,145558.8307,296.954767
LBN,2009,LBN2009,340.4467987,42.19486486
LBR,2009,LBR2009,75136.04782,293.3247165
LBY,2009,LBY2009,5.523105195,2.990056242
LCA,2009,LCA2009,54.9228842,2.091685241
LIE,2009,LIE2009,4.214459212,0
LKA,2009,LKA2009,13974.00786,288.3775938
LSO,2009,LSO2009,4.287702217,0.268036642
LTU,2009,LTU2009,14407.67406,40.4551427
LUX,2009,LUX2009,216.4001089,0.598920511
LVA,2009,LVA2009,34916.18223,101.2360983
MAF,2009,MAF2009,0.659094748,0
MAR,2009,MAR2009,1197.397587,405.6046317
MDA,2009,MDA2009,187.7122692,10.75010201
MDG,2009,MDG2009,136536.8464,5138.65995
MDV,2009,MDV2009,5.125170641,0
MEX,2009,MEX2009,281120.2304,40934.16795
MKD,2009,MKD2009,4300.855168,717.6581151
MLI,2009,MLI2009,157.6952096,0
MLT,2009,MLT2009,1.564504503,0.12533668
MMR,2009,MMR2009,216305.7202,4183.770542
MNE,2009,MNE2009,565.1699342,62.77661527
MNG,2009,MNG2009,81792.04843,79828.15659
MOZ,2009,MOZ2009,217510.1747,1242.636113
MSR,2009,MSR2009,4.867550672,0.442593789
MTQ,2009,MTQ2009,199.2454057,2.905955688
MUS,2009,MUS2009,241.8571806,0
MWI,2009,MWI2009,4034.533133,20.37040005
MYS,2009,MYS2009,623092.7374,11785.37181
MYT,2009,MYT2009,5.704664285,0
NAM,2009,NAM2009,86.03695499,1.450990929
NCL,2009,NCL2009,975.862379,79.90935309
NGA,2009,NGA2009,25289.74206,42.15934328
NIC,2009,NIC2009,83078.34814,1356.654624
NLD,2009,NLD2009,1559.085973,90.58960805
NOR,2009,NOR2009,23316.62929,879.2129819
NPL,2009,NPL2009,5524.069591,1330.763373
NZL,2009,NZL2009,59613.74704,1090.628088
PAK,2009,PAK2009,878.9316756,575.1761083
PAN,2009,PAN2009,37043.23734,995.4218305
PER,2009,PER2009,177910.8867,7217.770853
PHL,2009,PHL2009,60889.77552,675.4382611
PLW,2009,PLW2009,30.21298275,1.373314472
PNG,2009,PNG2009,49210.51683,1499.817493
POL,2009,POL2009,46925.50584,202.3683179
PRI,2009,PRI2009,952.6811919,7.460655737
PRK,2009,PRK2009,13112.96036,4578.199729
