Series Name,Series Code,Country Name,Latitude,Longitude,Country Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Forest area (sq. km),AG.LND.FRST.K2,Netherlands,52.132633,5.291266,NLD,3734.8,3717.5,3700.2,3682.9,3665.6,3648.3,3657.6,3667,3676.3,3685.7,3695,3704.367,3713.689,..,..
Forest area (sq. km),AG.LND.FRST.K2,New Caledonia,-20.904305,165.618042,NCL,8390.2,8389.2,8388.2,8387.2,8386.2,8385.2,8384.2,8383.2,8382.2,8381.2,8380.2,8379.2,8378.2,..,..
Forest area (sq. km),AG.LND.FRST.K2,New Zealand,-40.900557,174.885971,NZL,98481.2,98478.18,98475.16,98472.14,98469.12,98466.1,98467.5,98508.5,98551.5,98655.2,98925.9,99085.267,99318.856,..,..
Forest area (sq. km),AG.LND.FRST.K2,Nicaragua,12.865416,-85.207229,NIC,41881.5,41320.26,40759.02,40197.78,39636.54,39075.3,38075.3,37075.3,36075.3,35075.3,34075.3,33075.3,32075.3,..,..
Forest area (sq. km),AG.LND.FRST.K2,Niger,17.607789,8.081666,NER,12039,11914.8,11790.6,11666.4,11542.2,11418,11293.8,11169.6,11045.4,10921.2,10797,10672.8,10548.6,..,..
Forest area (sq. km),AG.LND.FRST.K2,Nigeria,9.081999,8.675277,NGA,232599.8,230966.74,229333.68,227700.62,226067.56,224434.5,222801.479,221168.5,219535.5,217902.5,216269.5,214636.5,213003.5,..,..
Forest area (sq. km),AG.LND.FRST.K2,Macedonia [FYROM],41.608635,21.745275,MKD,9604.3,9672.24,9740.18,9808.12,9876.06,9944,10016.7,10014.9,10014.9,10014.9,10014.9,10014.9,10014.9,..,..
Forest area (sq. km),AG.LND.FRST.K2,Northern Mariana Islands,17.33083,145.38469,MNP,303.2,301.54,299.88,298.22,296.56,294.9,243.6,243.6,243.6,243.6,243.6,243.6,243.6,..,..
Forest area (sq. km),AG.LND.FRST.K2,Norway,60.472024,8.468946,NOR,121020,121098,121176,121254,121332,121410,121488,121566,121644,121722,121800,121878,121956,..,..
Forest area (sq. km),AG.LND.FRST.K2,Oman,21.512583,55.923255,OMN,30,30,30,30,30,30,28,27,26,25,25,24.333,24.111,..,..
Forest area (sq. km),AG.LND.FRST.K2,Pakistan,30.375321,69.345116,PAK,40937.3,40615.04,40292.78,39970.52,39648.26,39326,38682.4,38499.2,38085.8,37672.4,37259,36845.6,36432.2,..,..
Forest area (sq. km),AG.LND.FRST.K2,Palau,7.51498,134.58252,PLW,405.6,406.46,407.32,408.18,409.04,409.9,410.8,411.6,412.5,413.3,414.1,414.9,415.7,..,..
Forest area (sq. km),AG.LND.FRST.K2,Panama,8.537981,-80.782127,PAN,43279.9,43165.74,43051.58,42937.42,42823.26,42709.1,42595,42480.8,42366.7,42252.5,42138.4,42024.233,41910.111,..,..
Forest area (sq. km),AG.LND.FRST.K2,Papua New Guinea,-6.314993,143.95555,PNG,361788.853,361479.924,361170.995,360862.067,360553.138,360244.209,359898.8,359563.5,359228.2,358892.9,358557.6,358222.3,357887,..,..
Forest area (sq. km),AG.LND.FRST.K2,Paraguay,-23.442503,-58.443832,PRY,195702.1,191559.56,187417.02,183274.48,179131.94,174989.4,173331.3,169402.7,166609.3,163816,161022.6,158229.267,155435.889,..,..
Forest area (sq. km),AG.LND.FRST.K2,Peru,-9.189967,-75.015152,PER,740498,738787.46,737076.92,735366.38,733655.84,731945.3,730102.8,728347.8,726760.4,725032,723303.7,721575.333,719847.011,..,..
Forest area (sq. km),AG.LND.FRST.K2,Philippines,12.879721,121.774017,PHL,68397.2,68746.06,69094.92,69443.78,69792.64,70141.5,70490.4,70839.3,71188.1,71537,71885.9,72234.8,72583.7,..,..
Forest area (sq. km),AG.LND.FRST.K2,Poland,51.919438,19.145136,POL,93290,93472,93654,93836,94018,94200,94350,94470,94590,94710,94830,94950,95070,..,..
Forest area (sq. km),AG.LND.FRST.K2,Portugal,39.399872,-8.224454,PRT,32520,32640,32760,32880,33000,33120,33120,33120,33120,33120,33120,33120,33120,..,..
Forest area (sq. km),AG.LND.FRST.K2,Congo [Republic],-0.228021,15.827659,PRI,4914.5,4919.36,4924.22,4929.08,4933.94,4938.8,4943.7,4948.6,4953.5,4958.4,4963.3,4968.2,4973.1,..,..
Forest area (sq. km),AG.LND.FRST.K2,Qatar,25.354826,51.183884,QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Forest area (sq. km),AG.LND.FRST.K2,Romania,45.943161,24.96676,ROU,65150,65921.92,66693.84,67465.76,68237.68,69009.6,69290.5,69290.5,69290.5,69290.5,69290.5,69290.5,69290.5,..,..
Forest area (sq. km),AG.LND.FRST.K2,Russia,61.52401,105.318756,RUS,8151356,8150945.72,8150535.44,8150125.16,8149714.88,8149304.6,8151210.3,8153116,8153116,8153116,8153116,8153116,8153116,..,..
Forest area (sq. km),AG.LND.FRST.K2,Rwanda,-1.940278,29.873888,RWA,2650,2660,2670,2680,2690,2700,2720,2730,2740,2750,2760,2770,2780,..,..
Forest area (sq. km),AG.LND.FRST.K2,Samoa,-13.759029,-172.104629,WSM,1664.9,1660.06,1655.22,1650.38,1645.54,1640.7,1635.9,1631.1,1626.3,1621.5,1616.7,1611.9,1607.1,..,..
Forest area (sq. km),AG.LND.FRST.K2,San Marino,43.94236,12.457777,SMR,10,10,10,10,10,10,10,10,10,10,10,10,10,..,..
Forest area (sq. km),AG.LND.FRST.K2,Sao Tome and Principe, ,,STP,581,574.8,568.6,562.4,556.2,550,543.8,537.6,531.4,525.2,519,512.8,506.6,..,..
Forest area (sq. km),AG.LND.FRST.K2,Saudi Arabia,23.885942,45.079162,SAU,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,..,..
Forest area (sq. km),AG.LND.FRST.K2,Senegal,14.497401,-14.452362,SEN,84681.6,84281.6,83881.6,83481.6,83081.6,82681.6,82281.6,81881.6,81481.6,81081.6,80681.6,80281.6,79881.6,..,..
Forest area (sq. km),AG.LND.FRST.K2,Serbia,44.016521,21.005859,SRB,27130,27143.06,27156.12,27169.18,27182.24,27195.3,27201.8,27218.6,27220,27222.2,27226.5,27229.4,27233.233,..,..
Forest area (sq. km),AG.LND.FRST.K2,Seychelles,-4.679574,55.491977,SYC,337,337,337,337,337,337,337,337,337,337,337,337,337,..,..
Forest area (sq. km),AG.LND.FRST.K2,Sierra Leone,8.460555,-11.779889,SLE,27321.6,27124.34,26927.08,26729.82,26532.56,26335.3,26138,25940.7,25743.4,25546.1,25348.8,25151.5,24954.2,..,..
Forest area (sq. km),AG.LND.FRST.K2,Singapore,1.352083,103.819836,SGP,177.404,174.866,172.328,169.79,167.252,164.714,162.855,161.1,159.3,157.5,155.7,153.9,152.1,..,..
Forest area (sq. km),AG.LND.FRST.K2,Sint Maarten (Dutch part), ,,SXM,..,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,..,..
Forest area (sq. km),AG.LND.FRST.K2,Slovakia,48.669026,19.699024,SVK,19179.1,19186.78,19194.46,19202.14,19209.82,19217.5,19233.7,19259,19259,19259,19259,19259,19259,..,..
Forest area (sq. km),AG.LND.FRST.K2,Slovenia,46.151241,14.995463,SVN,12470,12472,12474,12476,12478,12480,12459.7,12439.3,12419,12398.6,12378.3,12357.933,12337.611,..,..
Forest area (sq. km),AG.LND.FRST.K2,Solomon Islands,-9.64571,160.156194,SLB,25302.8,25295.48,25288.16,25280.84,25273.52,25266.2,25258.9,25251.6,25244.3,25237,25229.7,25222.4,25215.1,..,..
Forest area (sq. km),AG.LND.FRST.K2,Somalia,5.152149,46.199616,SOM,67475,66707.5,65940,65172.5,64405,63637.5,62870,62102.5,61335,60567.5,59800,59032.5,58265,..,..
Forest area (sq. km),AG.LND.FRST.K2,South Africa,-30.559482,22.937506,ZAF,174140.9,173776.9,173412.9,173048.9,172684.9,172320.9,171956.9,171592.9,171228.9,170864.9,170500.9,170136.9,169772.9,..,..
Forest area (sq. km),AG.LND.FRST.K2,S. Sudan,12.862807,30.217636,SSD,..,..,71570,71570,71570,71570,71570,71570,71570,71570,71570,71570,71570,..,..
Forest area (sq. km),AG.LND.FRST.K2,Spain,40.463667,-3.74922,ESP,185453.4,185465.08,185476.76,185488.44,185500.12,185511.8,185552.4,185593,185635.9,185678.8,185721.7,185764.6,185807.5,..,..
Forest area (sq. km),AG.LND.FRST.K2,Sri Lanka,7.873054,80.771797,LKA,21036.2,21086.6,21137,21187.4,21237.8,21288.2,21256.6,21225,21193.4,21161.8,21130.2,21098.6,21067,..,..
Forest area (sq. km),AG.LND.FRST.K2,Saint Kitts and Nevis,17.357822,-62.782998,KNA,110,110,110,110,110,110,110,110,110,110,110,110,110,..,..
Forest area (sq. km),AG.LND.FRST.K2,Saint Lucia,13.909444,-60.978893,LCA,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7,..,..
Forest area (sq. km),AG.LND.FRST.K2,St. Martin (French part), ,,MAF,..,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,..,..
Forest area (sq. km),AG.LND.FRST.K2,Saint Vincent and the Grenadines,12.984305,-61.287228,VCT,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,..,..
Forest area (sq. km),AG.LND.FRST.K2,Sudan,12.862807,30.217636,SDN,..,..,197326.74,195584.26,193841.78,192099.3,190481.9,188760.3,187038.7,185317.1,183595.5,181873.9,180152.3,..,..
Forest area (sq. km),AG.LND.FRST.K2,Suriname,3.919305,-56.027783,SUR,152998.6,152902.22,152805.84,152709.46,152613.08,152516.7,152403.2,152330.2,152207.8,152085.3,151962.9,151840.433,151718.011,..,..
Forest area (sq. km),AG.LND.FRST.K2,Sweden,60.128161,18.643501,SWE,280730,280544,280358,280172,279986,279800,279800,279800,279800,279800,279800,279800,279800,..,..
Forest area (sq. km),AG.LND.FRST.K2,Switzerland,46.818188,8.227512,CHE,12347.2,12381.58,12415.96,12450.34,12484.72,12519.1,12553.5,12587.9,12622.3,12656.7,12691.1,12725.5,12759.9,..,..
Forest area (sq. km),AG.LND.FRST.K2,Syria,34.802075,38.996815,SYR,4920.8,4980.8,5040.8,5100.8,5160.8,5220.8,5220.8,5220.8,5220.8,5220.8,5220.8,5220.8,5220.8,..,..
Forest area (sq. km),AG.LND.FRST.K2,Tajikistan,38.861034,71.276093,TJK,4100,4123.6,4147.2,4170.8,4194.4,4218,4218,4218,4218,4228,4238,4248,4258,..,..
Forest area (sq. km),AG.LND.FRST.K2,Tanzania,-6.369028,34.888822,TZA,499500.1,495780.08,492060.06,488340.04,484620.02,480900,476210,471520,466830,462140,457450,452760,448070,..,..
Forest area (sq. km),AG.LND.FRST.K2,Thailand,15.870032,100.992541,THA,200730,200706,200682,200658,200634,200610,200170,199810,199450,199090,198730,198370,198010,..,..
Forest area (sq. km),AG.LND.FRST.K2,Timor-Leste,-8.874217,125.727539,TLS,9351,9337,9323,9309,9295,9281,9267,9256,9239,9225,9211,9197,9183,..,..
Forest area (sq. km),AG.LND.FRST.K2,Togo,8.619543,0.824782,TGO,12388.7,12359.1,12329.5,12299.9,12270.3,12240.7,12211.1,12181.5,12151.9,12122.3,12092.7,12063.1,12033.5,..,..
Forest area (sq. km),AG.LND.FRST.K2,Tonga,-21.178986,-175.198242,TON,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,..,..
Forest area (sq. km),AG.LND.FRST.K2,Trinidad and Tobago,10.691803,-61.222503,TTO,2324.1,2319.86,2315.62,2311.38,2307.14,2302.9,2298.7,2294.5,2290.3,2286.1,2281.9,2277.7,2273.5,..,..
Forest area (sq. km),AG.LND.FRST.K2,Tunisia,33.886917,9.537499,TUN,6874.3,6889.6,6904.9,6920.2,6935.5,6950.8,6966.1,6981.4,6996.7,7012,7027.3,7042.6,7057.9,..,..
Forest area (sq. km),AG.LND.FRST.K2,Turkey,38.963745,35.243322,TUR,210830.8,211925.24,213019.68,214114.12,215208.56,216303,216303,217524.6,219083.6,220643.6,222203.6,223763.6,225323.6,..,..
Forest area (sq. km),AG.LND.FRST.K2,Turkmenistan,38.969719,59.556278,TKM,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,..,..
Forest area (sq. km),AG.LND.FRST.K2,Turks and Caicos Islands,21.694025,-71.797928,TCA,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,..,..
Forest area (sq. km),AG.LND.FRST.K2,Tuvalu,-7.109535,177.64933,TUV,10,10,10,10,10,10,10,10,10,10,10,10,10,..,..
Forest area (sq. km),AG.LND.FRST.K2,Uganda,1.373333,32.290275,UGA,27504.2,27091.68,26679.16,26266.64,25854.12,25441.6,25029.1,24616.6,24204.1,23791.5,23379,22966.433,22553.911,..,..
Forest area (sq. km),AG.LND.FRST.K2,Ukraine,48.379433,31.16558,UKR,95480,95698,95916,96134,96352,96570,96640,96710,96780,96840,96900,96960,97020,..,..
Forest area (sq. km),AG.LND.FRST.K2,United Arab Emirates,23.424076,53.847818,ARE,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,..,..
Forest area (sq. km),AG.LND.FRST.K2,United Kingdom,55.378051,-3.435973,GBR,30590,30782,30974,31166,31358,31550,31590,31640,31730,31820,31900,31986.667,32069,..,..
Forest area (sq. km),AG.LND.FRST.K2,United States of America,37.09024,-95.712891,USA,3087200,3089950,3092700,3095450,3098200,3100950,3100950,3097950,3097950,3097950,3097950,3097950,3097950,..,..
Forest area (sq. km),AG.LND.FRST.K2,Uruguay,-32.522779,-55.765835,URY,17313,17690.4,18067.8,18445.2,18822.6,19200,19470,19680,19890,20100,20310,20520,20730,..,..
Forest area (sq. km),AG.LND.FRST.K2,Uzbekistan,41.377491,64.585262,UZB,33496,33895.6,34295.2,34694.8,35094.4,35494,35863,36121.36,36379.8,36638.2,36896.6,37155,37413.4,..,..
Forest area (sq. km),AG.LND.FRST.K2,Vanuatu,-15.376706,166.959158,VUT,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,..,..
Forest area (sq. km),AG.LND.FRST.K2,Venezuela,6.42375,-66.58973,VEN,475050,473406,471762,470118,468474,466830,465432.6,464281.8,463377.6,462720,462309,461733.6,461267.8,..,..
Forest area (sq. km),AG.LND.FRST.K2,Vietnam,14.058324,108.277199,VNM,133880.6,135228.2,136575.8,137923.4,139271,140618.6,143776.8,144153.9,144912.9,145671.9,146430.9,147189.9,147948.9,..,..
Forest area (sq. km),AG.LND.FRST.K2,U.S. Virgin Islands,18.335765,-64.896335,VIR,184.3,185.76,187.22,188.68,190.14,191.6,193.1,194.6,196.1,197.6,199.1,200.6,202.1,..,..
Forest area (sq. km),AG.LND.FRST.K2,West Bank and Gaza, ,,PSE,99.5,99.88,100.26,100.64,101.02,101.4,101.4,101.4,101.4,101.4,101.4,101.4,..,..,..
Forest area (sq. km),AG.LND.FRST.K2,Yemen,15.552727,48.516388,YEM,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,..,..
Forest area (sq. km),AG.LND.FRST.K2,Zambia,-13.133897,27.849332,ZMB,466960,465078.2,463196.4,461314.6,459432.8,457551,455668,453786.7,451904.6,450022.4,448140.3,446258.133,444376.011,..,..
Forest area (sq. km),AG.LND.FRST.K2,Zimbabwe,-19.015438,29.154857,ZWE,179052.8,178592.1,178131.4,177670.7,177210,176749.3,176288.6,175827.9,175367.2,174906.5,174445.8,173985.1,173524.4,..,..
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Close to 1.2 billion hectares of forest are managed primarily for the production of wood and non-wood forest products. An additional 25 percent of forest area is designated for multiple uses - in most cases including the production of wood and non-wood forest products. The area designated primarily for productive purposes has decreased by more than 50 million hectares since 1990 as forests have been designated for other purposes.""","The Food and Agricultural Organization (FAO) has been collecting and analyzing data on forest area since 1946. This is done at intervals of 5-10 years as part of the Global Forest Resources Assessment (FRA). FAO reports data for 229 countries and territories; for the remaining 56 small island states and territories where no information is provided, a report is prepared by FAO using existing information and a literature search. The data are aggregated at sub-regional, regional and global levels by the FRA team at FAO, and estimates are produced by straight summation.







The lag between the reference year and the actual production of data series as well as the frequency of data production varies between countries. Deforested areas do not include areas logged but intended for regeneration or areas degraded by fuelwood gathering, acid precipitation, or forest fires. Negative numbers indicate an increase in forest area.







Data includes areas with bamboo and palms; forest roads, firebreaks and other small open areas; forest in national parks, nature reserves and other protected areas such as those of specific scientific, historical, cultural or spiritual interest; windbreaks, shelterbelts and corridors of trees with an area of more than 0.5 hectares and width of more than 20 meters; plantations primarily used for forestry or protective purposes, such as rubber-wood plantations and cork oak stands. Data excludes tree stands in agricultural production systems, such as fruit plantations and agroforestry systems. Forest area also excludes trees in urban parks and gardens. The proportion of forest area to total land area is calculated and changes in the proportion are computed to identify trends.",The world and regional aggregate series do not include data from countries that no longer exist.,,,https://creativecommons.org/licenses/by/4.0/,,,,,,,,,,,,,,,


